movie_id,title,genres
188,Full Metal Jacket,Action|Drama|War
189,"Grand Day Out, A",Animation|Comedy
190,Henry V,Drama|War
191,Amadeus,Drama|Mystery
192,Raging Bull,Drama
193,"Right Stuff, The",Drama
194,"Sting, The",Comedy|Crime
195,"Terminator, The",Action|Sci-Fi|Thriller
196,Dead Poets Society,Drama
197,"Graduate, The",Drama|Romance
198,Nikita (La Femme Nikita),Thriller
199,"Bridge on the River Kwai, The",Drama|War
200,"Shining, The",Horror
201,Evil Dead II,Action|Adventure|Comedy|Horror
202,Groundhog Day,Comedy|Romance
203,Unforgiven,Western
204,Back to the Future,Comedy|Sci-Fi
205,Patton,Drama|War
206,Akira,Adventure|Animation|Sci-Fi|Thriller
207,Cyrano de Bergerac,Action|Drama|Romance
208,Young Frankenstein,Comedy|Horror
209,This Is Spinal Tap,Comedy|Drama|Musical
210,Indiana Jones and the Last Crusade,Action|Adventure
211,M*A*S*H,Comedy|War
212,"Unbearable Lightness of Being, The",Drama
213,"Room with a View, A",Drama|Romance
214,Pink Floyd - The Wall,Drama|Musical|War
215,Field of Dreams,Drama
216,When Harry Met Sally...,Comedy|Romance
217,Bram Stoker's Dracula,Horror|Romance
218,Cape Fear,Thriller
219,"Nightmare on Elm Street, A",Horror
220,"Mirror Has Two Faces, The",Comedy|Romance
221,Breaking the Waves,Drama
222,Star Trek: First Contact,Action|Adventure|Sci-Fi
223,Sling Blade,Drama|Thriller
224,Ridicule,Drama
225,101 Dalmatians,Childrens|Comedy
226,Die Hard 2,Action|Thriller
227,Star Trek VI: The Undiscovered Country,Action|Adventure|Sci-Fi
228,Star Trek: The Wrath of Khan,Action|Adventure|Sci-Fi
229,Star Trek III: The Search for Spock,Action|Adventure|Sci-Fi
230,Star Trek IV: The Voyage Home,Action|Adventure|Sci-Fi
231,Batman Returns,Action|Adventure|Comedy|Crime
232,Young Guns,Action|Comedy|Western
233,Under Siege,Action
234,Jaws,Action|Horror
235,Mars Attacks!,Action|Comedy|Sci-Fi|War
236,Citizen Ruth,Comedy|Drama
237,Jerry Maguire,Drama|Romance
238,Raising Arizona,Comedy
239,Sneakers,Crime|Drama|Sci-Fi
240,Beavis and Butt-head Do America,Animation|Comedy
241,"Last of the Mohicans, The",Action|Romance|War
242,Kolya,Comedy
243,Jungle2Jungle,Childrens|Comedy
244,Smilla's Sense of Snow,Action|Drama|Thriller
245,"Devil's Own, The",Action|Drama|Thriller|War
246,Chasing Amy,Drama|Romance
247,Turbo: A Power Rangers Movie,Action|Adventure|Childrens
248,Grosse Pointe Blank,Comedy|Crime
249,Austin Powers: International Man of Mystery,Comedy
250,"Fifth Element, The",Action|Sci-Fi
251,Shall We Dance?,Comedy
252,"Lost World: Jurassic Park, The",Action|Adventure|Sci-Fi|Thriller
253,"Pillow Book, The",Drama|Romance
254,Batman & Robin,Action|Adventure|Crime
255,My Best Friend's Wedding,Comedy|Romance
256,When the Cats Away (Chacun cherche son chat),Comedy|Romance
257,Men in Black,Action|Adventure|Comedy|Sci-Fi
258,Contact,Drama|Sci-Fi
259,George of the Jungle,Childrens|Comedy
260,Event Horizon,Action|Mystery|Sci-Fi|Thriller
261,Air Bud,Childrens|Comedy
262,In the Company of Men,Drama
263,Steel,Action
264,Mimic,Sci-Fi|Thriller
265,"Hunt for Red October, The",Action|Thriller
266,Kull the Conqueror,Action|Adventure
267,unknown,
268,Chasing Amy,Drama|Romance
269,"Full Monty, The",Comedy
270,Gattaca,Drama|Sci-Fi|Thriller
271,Starship Troopers,Action|Adventure|Sci-Fi|War
272,Good Will Hunting,Drama
273,Heat,Action|Crime|Thriller
274,Sabrina,Comedy|Romance
275,Sense and Sensibility,Drama|Romance
276,Leaving Las Vegas,Drama|Romance
277,Restoration,Drama
278,Bed of Roses,Drama|Romance
279,Once Upon a Time... When We Were Colored,Drama
280,Up Close and Personal,Drama|Romance
281,"River Wild, The",Action|Thriller
282,"Time to Kill, A",Drama
283,Emma,Drama|Romance
284,Tin Cup,Comedy|Romance
285,Secrets & Lies,Drama
286,"English Patient, The",Drama|Romance|War
287,Marvin's Room,Drama
288,Scream,Horror|Thriller
289,Evita,Drama|Musical
290,Fierce Creatures,Comedy
291,Absolute Power,Mystery|Thriller
292,Rosewood,Drama
293,Donnie Brasco,Crime|Drama
294,Liar Liar,Comedy
295,Breakdown,Action|Thriller
296,"Promesse, La",Drama
297,Ulee's Gold,Drama
298,Face/Off,Action|Sci-Fi|Thriller
299,Hoodlum,Crime|Drama|Film-Noir
300,Air Force One,Action|Thriller
301,In & Out,Comedy
302,L.A. Confidential,Crime|Film-Noir|Mystery|Thriller
303,Ulee's Gold,Drama
304,Fly Away Home,Adventure|Childrens
305,"Ice Storm, The",Drama
306,"Mrs. Brown (Her Majesty, Mrs. Brown)",Drama|Romance
307,"Devil's Advocate, The",Crime|Horror|Mystery|Thriller
308,FairyTale: A True Story,Childrens|Drama|Fantasy
309,Deceiver,Crime
310,"Rainmaker, The",Drama
311,"Wings of the Dove, The",Drama|Romance|Thriller
312,Midnight in the Garden of Good and Evil,Comedy|Crime|Drama|Mystery
313,Titanic,Action|Drama|Romance
314,3 Ninjas: High Noon At Mega Mountain,Action|Childrens
315,Apt Pupil,Drama|Thriller
316,As Good As It Gets,Comedy|Drama
317,In the Name of the Father,Drama
318,Schindler's List,Drama|War
319,Everyone Says I Love You,Comedy|Musical|Romance
320,Paradise Lost: The Child Murders at Robin Hood Hills,Documentary
321,Mother,Comedy
322,Murder at 1600,Mystery|Thriller
323,Dante's Peak,Action|Thriller
324,Lost Highway,Mystery
325,Crash,Drama|Thriller
326,G.I. Jane,Action|Drama|War
327,Cop Land,Crime|Drama|Mystery
328,Conspiracy Theory,Action|Mystery|Romance|Thriller
329,Desperate Measures,Crime|Drama|Thriller
330,187,Drama
331,"Edge, The",Adventure|Thriller
332,Kiss the Girls,Crime|Drama|Thriller
333,"Game, The",Mystery|Thriller
334,U Turn,Action|Crime|Mystery
335,How to Be a Player,Comedy
336,Playing God,Crime|Thriller
337,"House of Yes, The",Comedy|Drama|Thriller
338,Bean,Comedy
339,Mad City,Action|Drama
340,Boogie Nights,Drama
341,Critical Care,Comedy
342,"Man Who Knew Too Little, The",Comedy|Mystery
343,Alien: Resurrection,Action|Horror|Sci-Fi
344,"Apostle, The",Drama
345,Deconstructing Harry,Comedy|Drama
346,Jackie Brown,Crime|Drama
347,Wag the Dog,Comedy|Drama
348,Desperate Measures,Crime|Drama|Thriller
349,Hard Rain,Action|Thriller
350,Fallen,Action|Mystery|Thriller
351,"Prophecy II, The",Horror
352,Spice World,Comedy|Musical
353,Deep Rising,Action|Horror|Sci-Fi
354,"Wedding Singer, The",Comedy|Romance
355,Sphere,Adventure|Sci-Fi|Thriller
356,"Client, The",Drama|Mystery|Thriller
357,One Flew Over the Cuckoo's Nest,Drama
358,Spawn,Action|Adventure|Sci-Fi|Thriller
359,"Assignment, The",Thriller
360,Wonderland,Documentary
361,Incognito,Crime|Thriller
362,Blues Brothers 2000,Action|Comedy|Musical
363,Sudden Death,Action
364,Ace Ventura: When Nature Calls,Comedy
365,Powder,Drama
366,Dangerous Minds,Drama
367,Clueless,Comedy
368,Bio-Dome,Comedy
369,Black Sheep,Comedy
370,Mary Reilly,Drama|Thriller
371,"Bridges of Madison County, The",Drama|Romance
372,Jeffrey,Comedy
373,Judge Dredd,Action|Adventure|Sci-Fi
374,Mighty Morphin Power Rangers: The Movie,Action|Childrens
375,Showgirls,Drama
376,Houseguest,Comedy
377,Heavyweights,Childrens|Comedy
378,Miracle on 34th Street,Drama
379,Tales From the Crypt Presents: Demon Knight,Horror
380,Star Trek: Generations,Action|Adventure|Sci-Fi
381,Muriel's Wedding,Comedy|Romance
382,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama
383,"Flintstones, The",Childrens|Comedy
384,Naked Gun 33 1/3: The Final Insult,Comedy
385,True Lies,Action|Adventure|Comedy|Romance
386,Addams Family Values,Comedy
387,"Age of Innocence, The",Drama
388,Beverly Hills Cop III,Action|Comedy
389,Black Beauty,Adventure|Childrens
390,Fear of a Black Hat,Comedy
391,Last Action Hero,Action|Comedy
392,"Man Without a Face, The",Drama
393,Mrs. Doubtfire,Comedy
394,Radioland Murders,Comedy|Mystery|Romance
395,Robin Hood: Men in Tights,Comedy
396,Serial Mom,Comedy|Crime|Horror
397,Striking Distance,Action
398,Super Mario Bros.,Action|Adventure|Childrens|Sci-Fi
399,"Three Musketeers, The",Action|Adventure|Comedy
400,"Little Rascals, The",Childrens|Comedy
401,"Brady Bunch Movie, The",Comedy
402,Ghost,Comedy|Romance|Thriller
403,Batman,Action|Adventure|Crime|Drama
404,Pinocchio,Animation|Childrens
405,Mission: Impossible,Action|Adventure|Mystery
406,Thinner,Horror|Thriller
407,Spy Hard,Comedy
408,"Close Shave, A",Animation|Comedy|Thriller
409,Jack,Comedy|Drama
410,Kingpin,Comedy
411,"Nutty Professor, The",Comedy|Fantasy|Romance|Sci-Fi
412,"Very Brady Sequel, A",Comedy
413,Tales from the Crypt Presents: Bordello of Blood,Horror
414,My Favorite Year,Comedy
415,"Apple Dumpling Gang, The",Childrens|Comedy|Western
416,Old Yeller,Childrens|Drama
417,"Parent Trap, The",Childrens|Drama
418,Cinderella,Animation|Childrens|Musical
419,Mary Poppins,Childrens|Comedy|Musical
420,Alice in Wonderland,Animation|Childrens|Musical
421,William Shakespeare's Romeo and Juliet,Drama|Romance
422,Aladdin and the King of Thieves,Animation|Childrens|Comedy
423,E.T. the Extra-Terrestrial,Childrens|Drama|Fantasy|Sci-Fi
424,Children of the Corn: The Gathering,Horror
425,Bob Roberts,Comedy
426,"Transformers: The Movie, The",Action|Animation|Childrens|Sci-Fi|Thriller|War
427,To Kill a Mockingbird,Drama
428,Harold and Maude,Comedy
429,"Day the Earth Stood Still, The",Drama|Sci-Fi
430,Duck Soup,Comedy|War
431,Highlander,Action|Adventure
432,Fantasia,Animation|Childrens|Musical
433,Heathers,Comedy
434,Forbidden Planet,Sci-Fi
435,Butch Cassidy and the Sundance Kid,Action|Comedy|Western
436,"American Werewolf in London, An",Horror
437,Amityville 1992: It's About Time,Horror
438,Amityville 3-D,Horror
439,Amityville: A New Generation,Horror
440,Amityville II: The Possession,Horror
441,"Amityville Horror, The",Horror
442,"Amityville Curse, The",Horror
443,"Birds, The",Horror
444,"Blob, The",Horror|Sci-Fi
445,"Body Snatcher, The",Horror
446,Burnt Offerings,Horror
447,Carrie,Horror
448,"Omen, The",Horror
449,Star Trek: The Motion Picture,Action|Adventure|Sci-Fi
450,Star Trek V: The Final Frontier,Action|Adventure|Sci-Fi
451,Grease,Comedy|Musical|Romance
452,Jaws 2,Action|Horror
453,Jaws 3-D,Action|Horror
454,Bastard Out of Carolina,Drama
455,Jackie Chan's First Strike,Action
456,Beverly Hills Ninja,Action|Comedy
457,Free Willy 3: The Rescue,Adventure|Childrens|Drama
458,Nixon,Drama
459,"Cry, the Beloved Country",Drama
460,"Crossing Guard, The",Drama
461,Smoke,Drama
462,Like Water For Chocolate (Como agua para chocolate),Drama|Romance
463,"Secret of Roan Inish, The",Adventure
464,Vanya on 42nd Street,Drama
465,"Jungle Book, The",Adventure|Childrens|Romance
466,Red Rock West,Thriller
467,"Bronx Tale, A",Drama
468,Rudy,Drama
469,Short Cuts,Drama
470,Tombstone,Western
471,Courage Under Fire,Drama|War
472,Dragonheart,Action|Adventure|Fantasy
473,James and the Giant Peach,Animation|Childrens|Musical
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Sci-Fi|War
475,Trainspotting,Drama
476,"First Wives Club, The",Comedy
477,Matilda,Childrens|Comedy
478,"Philadelphia Story, The",Comedy|Romance
479,Vertigo,Mystery|Thriller
480,North by Northwest,Comedy|Thriller
481,"Apartment, The",Comedy|Drama
482,Some Like It Hot,Comedy|Crime
483,Casablanca,Drama|Romance|War
484,"Maltese Falcon, The",Film-Noir|Mystery
485,My Fair Lady,Musical|Romance
486,Sabrina,Comedy|Romance
487,Roman Holiday,Comedy|Romance
488,Sunset Blvd.,Film-Noir
489,Notorious,Film-Noir|Romance|Thriller
490,To Catch a Thief,Comedy|Romance|Thriller
491,"Adventures of Robin Hood, The",Action|Adventure
492,East of Eden,Drama
493,"Thin Man, The",Mystery
494,His Girl Friday,Comedy
495,Around the World in 80 Days,Adventure|Comedy
496,It's a Wonderful Life,Drama
497,Bringing Up Baby,Comedy
498,"African Queen, The",Action|Adventure|Romance|War
499,Cat on a Hot Tin Roof,Drama
500,Fly Away Home,Adventure|Childrens
501,Dumbo,Animation|Childrens|Musical
502,Bananas,Comedy|War
503,"Candidate, The",Drama
504,Bonnie and Clyde,Crime|Drama
505,Dial M for Murder,Mystery|Thriller
506,Rebel Without a Cause,Drama
507,"Streetcar Named Desire, A",Drama
508,"People vs. Larry Flynt, The",Drama
509,My Left Foot,Drama
510,"Magnificent Seven, The",Action|Drama|Western
511,Lawrence of Arabia,Adventure|War
512,Wings of Desire,Comedy|Drama|Romance
513,"Third Man, The",Mystery|Thriller
514,Annie Hall,Comedy|Romance
515,"Boot, Das",Action|Drama|War
516,Local Hero,Comedy
517,Manhattan,Comedy|Drama|Romance
518,Miller's Crossing,Drama
519,"Treasure of the Sierra Madre, The",Adventure
520,"Great Escape, The",Adventure|War
521,"Deer Hunter, The",Drama|War
522,Down by Law,Comedy|Drama
523,Cool Hand Luke,Comedy|Drama
524,"Great Dictator, The",Comedy
525,"Big Sleep, The",Film-Noir|Mystery
526,Ben-Hur,Action|Adventure|Drama
527,Gandhi,Drama
528,"Killing Fields, The",Drama|War
529,My Life as a Dog (Mitt liv som hund),Drama
530,"Man Who Would Be King, The",Adventure
531,Shine,Drama|Romance
532,Kama Sutra: A Tale of Love,Romance
533,"Daytrippers, The",Mystery
534,Traveller,Drama
535,Addicted to Love,Comedy|Romance
536,Ponette,Drama
537,My Own Private Idaho,Drama
538,Anastasia,Animation|Childrens|Musical
539,Mouse Hunt,Childrens|Comedy
540,Money Train,Action
541,Mortal Kombat,Action|Adventure
542,Pocahontas,Animation|Childrens|Musical|Romance
543,"Misérables, Les",Drama|Musical
544,Things to Do in Denver when You're Dead,Crime|Drama|Romance
545,Vampire in Brooklyn,Comedy|Romance
546,Broken Arrow,Action|Thriller
547,"Young Poisoner's Handbook, The",Crime
548,"NeverEnding Story III, The",Childrens|Fantasy
549,Rob Roy,Drama|Romance|War
550,Die Hard: With a Vengeance,Action|Thriller
551,Lord of Illusions,Horror
552,Species,Sci-Fi
553,"Walk in the Clouds, A",Drama|Romance
554,Waterworld,Action|Adventure
555,White Man's Burden,Drama
556,Wild Bill,Western
557,Farinelli: il castrato,Drama|Musical
558,Heavenly Creatures,Drama|Fantasy|Thriller
559,Interview with the Vampire,Drama|Horror
560,"Kid in King Arthur's Court, A",Adventure|Childrens|Comedy|Fantasy|Romance|Sci-Fi
561,Mary Shelley's Frankenstein,Drama|Horror
562,"Quick and the Dead, The",Action|Adventure|Western
563,Stephen King's The Langoliers,Horror
564,Tales from the Hood,Comedy|Horror
565,Village of the Damned,Horror|Thriller
566,Clear and Present Danger,Action|Adventure|Thriller
567,Wes Craven's New Nightmare,Horror
568,Speed,Action|Romance|Thriller
569,Wolf,Drama|Horror
570,Wyatt Earp,Western
571,Another Stakeout,Comedy|Thriller
572,Blown Away,Action|Thriller
573,Body Snatchers,Horror|Sci-Fi|Thriller
574,Boxing Helena,Mystery|Romance|Thriller
575,City Slickers II: The Legend of Curly's Gold,Comedy|Western
576,Cliffhanger,Action|Adventure|Crime
577,Coneheads,Comedy|Sci-Fi
578,Demolition Man,Action|Sci-Fi
579,Fatal Instinct,Comedy
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The",Comedy|Romance
581,Kalifornia,Drama|Thriller
582,"Piano, The",Drama|Romance
583,Romeo Is Bleeding,Crime|Thriller
584,"Secret Garden, The",Childrens|Drama
585,Son in Law,Comedy
586,Terminal Velocity,Action
587,"Hour of the Pig, The",Drama|Mystery
588,Beauty and the Beast,Animation|Childrens|Musical
589,"Wild Bunch, The",Western
590,Hellraiser: Bloodline,Action|Horror|Sci-Fi
591,Primal Fear,Drama|Thriller
592,True Crime,Mystery|Thriller
593,Stalingrad,War
594,Heavy,Drama|Romance
595,"Fan, The",Thriller
596,"Hunchback of Notre Dame, The",Animation|Childrens|Musical
597,Eraser,Action|Thriller
598,"Big Squeeze, The",Comedy|Drama
599,Police Story 4: Project S (Chao ji ji hua),Action
600,Daniel Defoe's Robinson Crusoe,Childrens
601,For Whom the Bell Tolls,Adventure|War
602,"American in Paris, An",Musical|Romance
603,Rear Window,Mystery|Thriller
604,It Happened One Night,Comedy
605,Meet Me in St. Louis,Musical
606,All About Eve,Drama
607,Rebecca,Romance|Thriller
608,Spellbound,Mystery|Romance|Thriller
609,Father of the Bride,Comedy
610,Gigi,Musical
611,Laura,Crime|Film-Noir|Mystery
612,Lost Horizon,Drama
613,My Man Godfrey,Comedy
614,Giant,Drama
615,"39 Steps, The",Thriller
616,Night of the Living Dead,Horror|Sci-Fi
617,"Blue Angel, The (Blaue Engel, Der)",Drama
618,Picnic,Drama
619,Extreme Measures,Drama|Thriller
620,"Chamber, The",Drama
621,"Davy Crockett, King of the Wild Frontier",Western
622,Swiss Family Robinson,Adventure|Childrens
623,Angels in the Outfield,Childrens|Comedy
624,"Three Caballeros, The",Animation|Childrens|Musical
625,"Sword in the Stone, The",Animation|Childrens
626,So Dear to My Heart,Childrens|Drama
627,Robin Hood: Prince of Thieves,Drama
628,Sleepers,Crime|Drama
629,Victor/Victoria,Comedy|Musical
630,"Great Race, The",Comedy|Musical
631,"Crying Game, The",Action|Drama|Romance|War
632,Sophie's Choice,Drama
633,"Christmas Carol, A",Drama
634,Microcosmos: Le peuple de l'herbe,Documentary
635,"Fog, The",Horror
636,Escape from New York,Action|Adventure|Sci-Fi|Thriller
637,"Howling, The",Comedy|Horror
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",Drama
639,"Tin Drum, The (Blechtrommel, Die)",Drama
640,"Cook the Thief His Wife & Her Lover, The",Drama
641,Paths of Glory,Drama|War
642,"Grifters, The",Crime|Drama|Film-Noir
643,The Innocent,Drama|Romance
644,"Thin Blue Line, The",Documentary
645,Paris Is Burning,Documentary
646,Once Upon a Time in the West,Western
647,Ran,Drama|War
648,"Quiet Man, The",Comedy|Romance
649,Once Upon a Time in America,Crime|Drama|Thriller
650,"Seventh Seal, The (Sjunde inseglet, Det)",Drama
651,Glory,Action|Drama|War
652,Rosencrantz and Guildenstern Are Dead,Comedy|Drama
653,Touch of Evil,Crime|Film-Noir|Thriller
654,Chinatown,Film-Noir|Mystery|Thriller
655,Stand by Me,Adventure|Comedy|Drama
656,M,Crime|Film-Noir|Thriller
657,"Manchurian Candidate, The",Film-Noir|Thriller
658,Pump Up the Volume,Drama
659,Arsenic and Old Lace,Comedy|Mystery|Thriller
660,Fried Green Tomatoes,Drama
661,High Noon,Western
662,Somewhere in Time,Drama|Romance
663,Being There,Comedy
664,"Paris, Texas",Drama
665,Alien 3,Action|Horror|Sci-Fi|Thriller
666,Blood For Dracula (Andy Warhol's Dracula),Horror
667,Audrey Rose,Horror
668,Blood Beach,Action|Horror
669,Body Parts,Horror
670,Body Snatchers,Horror|Sci-Fi|Thriller
671,Bride of Frankenstein,Horror
672,Candyman,Horror
673,Cape Fear,Film-Noir|Thriller
674,Cat People,Horror
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",Horror
676,"Crucible, The",Drama
677,Fire on the Mountain,Documentary
678,Volcano,Drama|Thriller
679,Conan the Barbarian,Action|Adventure
680,Kull the Conqueror,Action|Adventure
681,Wishmaster,Horror
682,I Know What You Did Last Summer,Horror|Mystery|Thriller
